#TITLE,KEY,VALUE,SWMH,,,,,,,,,,,x
e_germany,e_germany,,Germania,,,,,,,,,,,x
e_germany,e_germany_adj,,German,,,,,,,,,,,x
d_holland,d_holland,,Holland,,,,,,,,,,,x
d_holland,d_holland_adj,,Hollander,,,,,,,,,,,x
c_holland,PROV80,,Holland,,,,,,,,,,,x
c_holland,c_holland_adj,,Hollander,,,,,,,,,,,x
b_haarlem,b_haarlem,,Haarlem,,,,,,,,,,,x
b_amsterdam,b_amsterdam,,Amsterdam,,,,,,,,,,,x
b_vlaardingen,b_vlaardingen,,Vlaardingen,,,,,,,,,,,x
b_sgravenhage,b_sgravenhage,,s-Gravenhage,,,,,,,,,,,x
b_dordrecht,b_dordrecht,,Dordrecht,,,,,,,,,,,x
b_gouda,b_gouda,,Gouda,,,,,,,,,,,x
b_leiden,b_leiden,,Leiden,,,,,,,,,,,x
b_muiden,b_muiden,,Muiden,,,,,,,,,,,x
c_sticht,PROV82,,Sticht,,,,,,,,,,,x
c_sticht,c_sticht_adj,,Stichtian,,,,,,,,,,,x
b_woerden,b_woerden,,Woerden,,,,,,,,,,,x
b_utrecht,b_utrecht,,Utrecht,,,,,,,,,,,x
b_dorestad,b_dorestad,,Dorestad,,,,,,,,,,,x
b_gorinchem,b_gorinchem,,Gorinchem,,,,,,,,,,,x
b_zeist,b_zeist,,Zeist,,,,,,,,,,,x
b_buren,b_buren,,Buren,,,,,,,,,,,x
b_ijsselstein,b_ijsselstein,,IJsselstein,,,,,,,,,,,x
b_oudewater,b_oudewater,,Oudewater,,,,,,,,,,,x
c_westfriesland,PROV81,,Westfriesland,,,,,,,,,,,x
c_westfriesland,c_westfriesland_adj,,Westfrieslander,,,,,,,,,,,x
b_alkmaar,b_alkmaar,,Alkmaar,,,,,,,,,,,x
b_hoorn,b_hoorn,,Hoorn,,,,,,,,,,,x
b_medemblik,b_medemblik,,Medemblik,,,,,,,,,,,x
b_enkhuizen,b_enkhuizen,,Enkhuizen,,,,,,,,,,,x
