#TITLE,KEY,VALUE,SWMH,,,,,,,,,,,x
e_bengal,e_bengal,,Bengal Empire,,,,,,,,,,,x
e_bengal,e_bengal_adj,,Bengal,,,,,,,,,,,x
e_bengal,short_name,,yes,,,,,,,,,,,x
k_gondwana,k_gondwana,,Gondwana,,,,,,,,,,,x
d_dahala,d_dahala,,Dahala,,,,,,,,,,,x
c_tripuri,PROV1271,,Tripuri,,,,,,,,,,,x
c_tripuri,c_tripuri,,Tripuri,,,,,,,,,,,x
c_tripuri,c_tripuri_adj,,Tripuri,,,,,,,,,,,x
b_tripuri,b_tripuri,,Tripuri,,,,,,,,,,,x
b_mandla,b_mandla,,Mandla,,,,,,,,,,,x
b_garha,b_garha,,Garha,,,,,,,,,,,x
c_chauragarh,PROV1164,,Chauragarh,,,,,,,,,,,x
c_chauragarh,c_chauragarh,,Chauragarh,,,,,,,,,,,x
c_chauragarh,c_chauragarh_adj,,Chauragarh,,,,,,,,,,,x
b_chauragarh,b_chauragarh,,Chauragarh,,,,,,,,,,,x
b_bohani,b_bohani,,Bohani,,,,,,,,,,,x
b_barman,b_barman,,Barman,,,,,,,,,,,x
d_ratanpur,d_ratanpur,,Ratanpur,,,,,,,,,,,x
c_tummana,PROV1277,,Tummana,,,,,,,,,,,x
c_tummana,c_tummana,,Tummana,,,,,,,,,,,x
c_tummana,c_tummana_adj,,Tummanan,,,,,,,,,,,x
b_tummana,b_tummana,,Tummana,,,,,,,,,,,x
b_amarkantak,b_amarkantak,,Amarkantak,,,,,,,,,,,x
b_manendragarh,b_manendragarh,,Manendragarh,,,,,,,,,,,x
c_ratanpur,PROV1272,,Ratanpur,,,,,,,,,,,x
c_ratanpur,c_ratanpur,,Ratanpur,,,,,,,,,,,x
c_ratanpur,c_ratanpur_adj,,Ratanpuran,,,,,,,,,,,x
b_ratanpur,b_ratanpur,,Ratanpur,,,,,,,,,,,x
b_pali,b_pali,,Pali,,,,,,,,,,,x
b_saravpur,b_saravpur,,Saravpur,,,,,,,,,,,x
b_savarinarayana,b_savarinarayana,,Savarinarayana,,,,,,,,,,,x
c_bandhugadha,PROV1165,,Bandhugadha,,,,,,,,,,,x
c_bandhugadha,c_bandhugadha,,Bandhugadha,,,,,,,,,,,x
c_bandhugadha,c_bandhugadha_adj,,Bandhugadhan,,,,,,,,,,,x
b_bandhugadha,b_bandhugadha,,Bandhugadha,,,,,,,,,,,x
b_shahdol,b_shahdol,,Shahdol,,,,,,,,,,,x
b_virateshwar,b_virateshwar,,Virateshwar,,,,,,,,,,,x
b_bahoriband,b_bahoriband,,Bahoriband,,,,,,,,,,,x
k_bengal,k_bengal,,Bengal,,,,,,,,,,,x
d_vanga,d_vanga,,Vanga,,,,,,,,,,,x
c_bikrampur,PROV1319,,Bikrampur,,,,,,,,,,,x
c_bikrampur,c_bikrampur,,Bikrampur,,,,,,,,,,,x
c_bikrampur,c_bikrampur_adj,,Bikrampuran,,,,,,,,,,,x
b_bikrampur,b_bikrampur,,Bikrampur,,,,,,,,,,,x
b_sutrapur,b_sutrapur,,Sutrapur,,,,,,,,,,,x
b_dhakeshwari_jatiya_mandir,b_dhakeshwari_jatiya_mandir,,Dhakeshwari Jatiya Mandir,,,,,,,,,,,x
b_loricol,b_loricol,,Loricol,,,,,,,,,,,x
b_shakhari_bazar,b_shakhari_bazar,,Shakhari Bazar,,,,,,,,,,,x
b_hajiganj,b_hajiganj,,Hajiganj,,,,,,,,,,,x
c_kumara_mandala,PROV1240,,Kumara Mandala,,,,,,,,,,,x
c_kumara_mandala,c_kumara_mandala,,Kumara Mandala,,,,,,,,,,,x
c_kumara_mandala,c_kumara_mandala_adj,,Kumaran,,,,,,,,,,,x
b_kumarakhali,b_kumarakhali,,Kumarakhali,,,,,,,,,,,x
b_fathabad,b_fathabad,,Fathabad,,,,,,,,,,,x
b_ekdala,b_ekdala,,Ekdala,,,,,,,,,,,x
b_katasgarh,b_katasgarh,,Katasgarh,,,,,,,,,,,x
c_candradvipa,PROV1236,,Candradvipa,,,,,,,,,,,x
c_candradvipa,c_candradvipa,,Candradvipa,,,,,,,,,,,x
c_candradvipa,c_candradvipa_adj,,Candradvipan,,,,,,,,,,,x
b_candradvipa,b_candradvipa,,Candradvipa,,,,,,,,,,,x
b_khulna,b_khulna,,Khulna,,,,,,,,,,,x
b_sathkira,b_sathkira,,Sathkira,,,,,,,,,,,x
b_bagerhat,b_bagerhat,,Bagerhat,,,,,,,,,,,x
