#TITLE,KEY,VALUE,SWMH,,,,,,,,,,,x
e_persia,e_persia,,Érán,,,,,,,,,,,x
e_persia,e_persia_adj,,Érání,,,,,,,,,,,x
k_persia,k_persia,,Pársa,,,,,,,,,,,x
k_persia,k_persia_adj,,Pársí,,,,,,,,,,,x
d_jebal,d_jebal,,Jebal,,,,,,,,,,,x
d_jebal,d_jebal_adj,,Jebalí,,,,,,,,,,,x
c_esfahan,PROV646,,Isfahan,,,,,,,,,,,x
c_esfahan,c_esfahan_adj,,Esfahanian,,,,,,,,,,,x
c_esfahan,assyrian,,Espahan,,,,,,,,,,,x
b_esfahan,b_esfahan,,Esfahan,,,,,,,,,,,x
b_esfahan,assyrian,,Espahan,,,,,,,,,,,x
b_firuzan,b_firuzan,,Fírúzán,,,,,,,,,,,x
b_qumisha,b_qumisha,,Qúmísha,,,,,,,,,,,x
b_gulpayagan,b_gulpayagan,,Golpáyegán,,,,,,,,,,,x
b_lurdagan,b_lurdagan,,Lordegán,,,,,,,,,,,x
b_yazdikhwast,b_yazdikhwast,,Yazd-e-Khwást,,,,,,,,,,,x
b_sarvistan,b_sarvistan,,Sarvestán,,,,,,,,,,,x
c_qom,PROV659,,Qom,,,,,,,,,,,x
c_qom,c_qom_adj,,Qomian,,,,,,,,,,,x
b_qom,b_qom,,Qom,,,,,,,,,,,x
b_aba-qom,b_aba-qom,,Ábe-Qom,,,,,,,,,,,x
b_kashan,b_kashan,,Káshán,,,,,,,,,,,x
b_natanz,b_natanz,,Natanz,,,,,,,,,,,x
b_ardistan,b_ardistan,,Ardestán,,,,,,,,,,,x
b_zuvara,b_zuvara,,Zaváre,,,,,,,,,,,x
c_hamadan,PROV658,,Hamadan,,,,,,,,,,,x
c_hamadan,c_hamadan_adj,,Hamadian,,,,,,,,,,,x
c_hamadan,assyrian,,Beth Madaye,,,,,,,,,,,x
c_hamadan,greek,,Ekbatana,,,,,,,,,,,x
c_hamadan,roman,,Ecbatana,,,,,,,,,,,x
b_hamadan,b_hamadan,,Hamedán,,,,,,,,,,,x
b_hamadan,assyrian,,Beth Madaye,,,,,,,,,,,x
b_hamadan,greek,,Ekbatana,,,,,,,,,,,x
b_hamadan,roman,,Ecbatana,,,,,,,,,,,x
b_bahar,b_bahar,,Bahár,,,,,,,,,,,x
