#TITLE,KEY,VALUE,SWMH,,,,,,,,,,,x
k_turkestan_east,k_turkestan_east,,Mavi Turkestán,,,,,,,,,,,x
k_turkestan_east,k_turkestan_east_adj,,Mavi Turkestání,,,,,,,,,,,x
d_kashgar,d_kashgar,,Kashgar,,,,,,,,,,,x
d_kashgar,d_kashgar_adj,,Kashgarí,,,,,,,,,,,x
c_naryn,PROV1566,,Naryn,,,,,,,,,,,x
b_naryn,b_naryn,,Naryn,,,,,,,,,,,x
c_kashgar,PROV1567,,Kashgar,,,,,,,,,,,x
b_kashgar,b_kashgar,,Kashgar,,,,,,,,,,,x
b_ulugqat,b_ulugqat,,Ulugqat,,,,,,,,,,,x
b_uksalur,b_uksalur,,Kizilsu,,,,,,,,,,,x
b_pichan,b_pichan,,Yarkand,,,,,,,,,,,x
b_kizilsu,b_kizilsu,,Kizilsu,,,,,,,,,,,x
d_kucha,d_kucha,,Kucha,,,,,,,,,,,x
d_kucha,d_kucha_adj,,Kucha,,,,,,,,,,,x
c_aqsu,PROV1568,,Aqsu,,,,,,,,,,,x
b_aqsu,b_aqsu,,Aqsu,,,,,,,,,,,x
b_uchaqsu,b_uchaqsu,,Uch,,,,,,,,,,,x
b_tumshuk,b_tumshuk,,Tumshuk,,,,,,,,,,,x
b_kalpin,b_kalpin,,Kalpin,,,,,,,,,,,x
b_jam,b_jam,,Jam,,,,,,,,,,,x
c_kucha,PROV1569,,Kucha,,,,,,,,,,,x
b_kucha,b_kucha,,Kucha,,,,,,,,,,,x
b_kush-tura,b_kush-tura,,Kush-Tura,,,,,,,,,,,x
b_kizil,b_kizil,,Kizil,,,,,,,,,,,x
b_tarim,b_tarim,,Tarim,,,,,,,,,,,x
b_bal,b_bal,,Bal,,,,,,,,,,,x
c_qarashahr,PROV1570,,Qarashahr,,,,,,,,,,,x
b_qarashahr,b_qarashahr,,Qarashahr,,,,,,,,,,,x
b_korla,b_korla,,Korla,,,,,,,,,,,x
b_ushak-tal,b_ushak-tal,,Ushak-tal,,,,,,,,,,,x
d_khotan,d_khotan,,Khotan,,,,,,,,,,,x
d_khotan,d_khotan_adj,,Khotanese,,,,,,,,,,,x
d_khotan,khotanese,,Hvam,,,,,,,,,,,x
c_khotan,PROV1580,,Khotan,,,,,,,,,,,x
c_khotan,khotanese,,Hvam,,,,,,,,,,,x
b_khotan,b_khotan,,Khotan,,,,,,,,,,,x
b_khotan,khotanese,,Hvam,,,,,,,,,,,x
b_keriya,b_keriya,,Keriya,,,,,,,,,,,x
b_guma,b_guma,,Guma,,,,,,,,,,,x
b_chadota,b_chadota,,Chadota,,,,,,,,,,,x
b_calmadana,b_calmadana,,Calmadana,,,,,,,,,,,x
