#TITLE,KEY,VALUE,SWMH,,,,,,,,,,,x
d_carinthia,d_carinthia,,Carinthia,,,,,,,,,,,x
d_carinthia,d_carinthia_adj,,Carinthian,,,,,,,,,,,x
c_istria,PROV458,,Istria,,,,,,,,,,,x
c_istria,c_istria_adj,,Istrian,,,,,,,,,,,x
b_mitterburg,b_mitterburg,,Mitterburg,,,,,,,,,,,x
b_mitterburg,croatian,,Pazin,,,,,,,,,,,x
b_mitterburg,greek,,Pisino,,,,,,,,,,,x
b_mitterburg,italian,,Pisino,,,,,,,,,,,x
b_mitterburg,serbian,,Pazin,,,,,,,,,,,x
b_trieste,b_trieste,,Trieste,,,,,,,,,,,x
b_trieste,croatian,,Trst,,,,,,,,,,,x
b_trieste,german,,Triest,,,,,,,,,,,x
b_trieste,serbian,,Trst,,,,,,,,,,,x
b_fiume,b_fiume,,Fiume,,,,,,,,,,,x
b_lovrana,b_lovrana,,Lovrana,,,,,,,,,,,x
b_wolauska,b_wolauska,,Wolauska,,,,,,,,,,,x
b_karstberg,b_karstberg,,Karstberg,,,,,,,,,,,x
b_duino,b_duino,,Duino,,,,,,,,,,,x
b_pula,b_pula,,Pula,,,,,,,,,,,x
c_krain,PROV457,,Krain,,,,,,,,,,,x
c_krain,c_krain_adj,,Krainian,,,,,,,,,,,x
b_gorz,b_gorz,,Görz,,,,,,,,,,,x
b_krainburg,b_krainburg,,Krainburg,,,,,,,,,,,x
b_gurk,b_gurk,,Gurk,,,,,,,,,,,x
b_stain,b_stain,,Stain,,,,,,,,,,,x
b_guetenegg,b_guetenegg,,Guetenegg,,,,,,,,,,,x
b_auersperg,b_auersperg,,Auersperg,,,,,,,,,,,x
b_zerknitz,b_zerknitz,,Zerknitz,,,,,,,,,,,x
b_stveit,b_stveit,,Sankt Veith,,,,,,,,,,,x
c_karnten,PROV456,,Kärnten,,,,,,,,,,,x
c_karnten,c_karnten_adj,,Karntenian,,,,,,,,,,,x
b_villach,b_villach,,Villach,,,,,,,,,,,x
b_klagenfurt,b_klagenfurt,,Klagenfurt,,,,,,,,,,,x
b_ossiach,b_ossiach,,Ossiach,,,,,,,,,,,x
b_laibach,b_laibach,,Laibach,,,,,,,,,,,x
b_treffen,b_treffen,,Treffen,,,,,,,,,,,x
b_sann,b_sann,,Sann,,,,,,,,,,,x
b_pettau,b_pettau,,Pettau,,,,,,,,,,,x
b_wolfsberg,b_wolfsberg,,Wolfsberg,,,,,,,,,,,x
c_aquileia,PROV358,,Aquileia,,,,,,,,,,,x
c_aquileia,c_aquileia_adj,,Aquileian,,,,,,,,,,,x
b_aquileia,b_aquileia,,Aquileia,,,,,,,,,,,x
b_udine,b_udine,,Udine,,,,,,,,,,,x
b_udine,croatian,,Videm,,,,,,,,,,,x
b_udine,german,,Weiden,,,,,,,,,,,x
b_udine,serbian,,Videm,,,,,,,,,,,x
b_friuli,b_friuli,,Friuli,,,,,,,,,,,x
b_motta,b_motta,,Motta,,,,,,,,,,,x
b_concordia,b_concordia,,Concordia,,,,,,,,,,,x
b_ciridale,b_ciridale,,Ciridale,,,,,,,,,,,x
b_portoguaro,b_portoguaro,,Portoguaro,,,,,,,,,,,x
b_sacile,b_sacile,,Sacile,,,,,,,,,,,x
k_sicily,k_sicily,,Sicily,,,,,,,,,,,x
k_sicily,k_sicily_adj,,Sicilian,,,,,,,,,,,x
d_benevento,d_benevento,,Benevento,,,,,,,,,,,x
d_benevento,d_benevento_adj,,Benevenetian,,,,,,,,,,,x
c_benevento,PROV335,,Benevento,,,,,,,,,,,x
c_benevento,c_benevento_adj,,Benevenetian,,,,,,,,,,,x
b_benevento,b_benevento,,Benevento,,,,,,,,,,,x
b_avellino,b_avellino,,Avellino,,,,,,,,,,,x
