#TITLE,KEY,VALUE,SWMH,,,,,,,,,,,x
e_mali,e_mali,,Mali,,,,,,,,,,,x
k_mali,k_mali,,Mali,,,,,,,,,,,x
d_timbuktu,d_timbuktu,,Timbuktu,,,,,,,,,,,x
c_timbuktu,PROV911,,Timbuktu,,,,,,,,,,,x
b_timbuktu,b_timbuktu,,Timbuktu,,,,,,,,,,,x
b_alafia,b_alafia,,Alafia,,,,,,,,,,,x
b_salam,b_salam,,Salam,,,,,,,,,,,x
b_lafia,b_lafia,,Lafia,,,,,,,,,,,x
b_ber,b_ber,,Ber,,,,,,,,,,,x
b_boureminaly,b_boureminaly,,Bourem-Inaly,,,,,,,,,,,x
b_toya,b_toya,,Toya,,,,,,,,,,,x
b_aglal,b_aglal,,Aglal,,,,,,,,,,,x
c_oualata,PROV919,,Oualata,,,,,,,,,,,x
b_oualata,b_oualata,,Oualata,,,,,,,,,,,x
b_tiguiguil,b_tiguiguil,,Tiguiguil,,,,,,,,,,,x
b_neiguiat,b_neiguiat,,Neïguiat,,,,,,,,,,,x
b_konou,b_konou,,Konou,,,,,,,,,,,x
b_birnsara,b_birnsara,,Bir Nsara,,,,,,,,,,,x
b_tizert,b_tizert,,Tizert,,,,,,,,,,,x
b_tarhalet,b_tarhalet,,Tarhalet,,,,,,,,,,,x
b_fassekra,b_fassekra,,Fassekra,,,,,,,,,,,x
c_araouane,PROV917,,Araouane,,,,,,,,,,,x
b_araouane,b_araouane,,Araouane,,,,,,,,,,,x
b_tessalit,b_tessalit,,Tessalit,,,,,,,,,,,x
b_aguelhok,b_aguelhok,,Aguelhok,,,,,,,,,,,x
b_abalessa,b_abalessa,,Abalessa,,,,,,,,,,,x
b_tinzaouten,b_tinzaouten,,Tinzaouten,,,,,,,,,,,x
b_guezzam,b_guezzam,,Guezzam,,,,,,,,,,,x
b_tamanrasset,b_tamanrasset,,Tamanrasset,,,,,,,,,,,x
b_tazrouk,b_tazrouk,,Tazrouk,,,,,,,,,,,x
c_taghaza,PROV916,,Taghaza,,,,,,,,,,,x
b_taghaza,b_taghaza,,Taghaza,,,,,,,,,,,x
b_kerzaz,b_kerzaz,,Kerzaz,,,,,,,,,,,x
b_metarta,b_metarta,,Metarta,,,,,,,,,,,x
b_reggane,b_reggane,,Reggane,,,,,,,,,,,x
b_adrar,b_adrar,,Adrar,,,,,,,,,,,x
b_aougrout,b_aougrout,,Aougrout,,,,,,,,,,,x
b_charouine,b_charouine,,Charouine,,,,,,,,,,,x
b_alouarta,b_alouarta,,El Ouarta,,,,,,,,,,,x
d_ghana,d_ghana,,Ghana,,,,,,,,,,,x
c_ghana,PROV913,,Ghana,,,,,,,,,,,x
b_el_ghaba,b_el_ghaba,,El Ghaba,,,,,,,,,,,x
b_koumbi_saleh,b_koumbi_saleh,,Koumbi Saleh,,,,,,,,,,,x
b_silla,b_silla,,Silla,,,,,,,,,,,x
b_singhanah,b_singhanah,,Singhanah,,,,,,,,,,,x
b_samakanda,b_samakanda,,Sámakanda,,,,,,,,,,,x
b_ras_elma,b_ras_elma,,Ras el Má,,,,,,,,,,,x
b_tirka,b_tirka,,Tírka,,,,,,,,,,,x
b_kughah,b_kughah,,Kúghah,,,,,,,,,,,x
c_aoudaghost,PROV912,,Aoudaghost,,,,,,,,,,,x
b_aoudaghost,b_aoudaghost,,Aoudaghost,,,,,,,,,,,x
b_tichitt,b_tichitt,,Tichitt,,,,,,,,,,,x
b_moudjeria,b_moudjeria,,Moudjeria,,,,,,,,,,,x
b_ksarelbarka,b_ksarelbarka,,Ksar-el-Barka,,,,,,,,,,,x
c_ouadane,PROV920,,Ouadane,,,,,,,,,,,x
b_ouadane,b_ouadane,,Ouadane,,,,,,,,,,,x
b_wadan,b_wadan,,Wadan,,,,,,,,,,,x
b_azuggi,b_azuggi,,Azuggi,,,,,,,,,,,x
b_ksaralkiali,b_ksaralkiali,,Ksar-al-Kiali,,,,,,,,,,,x
c_idjil,PROV921,,Idjil,,,,,,,,,,,x
b_idjil,b_idjil,,Idjil,,,,,,,,,,,x
b_zouerat,b_zouerat,,Zouérat,,,,,,,,,,,x
b_tazadit,b_tazadit,,Tazadit,,,,,,,,,,,x
b_rouessa,b_rouessa,,Rouessa,,,,,,,,,,,x
b_fderick,b_fderick,,Fdérick,,,,,,,,,,,x
d_mali,d_mali,,Mali,,,,,,,,,,,x
c_mali,PROV925,,Mali,,,,,,,,,,,x
b_boure,b_boure,,Boure,,,,,,,,,,,x
b_niani,b_niani,,Niani,,,,,,,,,,,x
b_bamako,b_bamako,,Bamako,,,,,,,,,,,x
b_safo,b_safo,,Safo,,,,,,,,,,,x
b_baguineda,b_baguineda,,Baguineda,,,,,,,,,,,x
b_dialakoro,b_dialakoro,,Dialakoro,,,,,,,,,,,x
b_bougouni,b_bougouni,,Bougouni,,,,,,,,,,,x
b_soussa,b_soussa,,Soussa,,,,,,,,,,,x
c_bambuk,PROV926,,Bambuk,,,,,,,,,,,x
b_bambuk,b_bambuk,,Bambuk,,,,,,,,,,,x
b_kiffa,b_kiffa,,Kiffa,,,,,,,,,,,x
b_kankossa,b_kankossa,,Kankossa,,,,,,,,,,,x
b_boumdeid,b_boumdeid,,Boumdeid,,,,,,,,,,,x
b_guerou,b_guerou,,Guerou,,,,,,,,,,,x
b_aftout,b_aftout,,Aftout,,,,,,,,,,,x
c_djenne,PROV915,,Djenné,,,,,,,,,,,x
b_djenne,b_djenne,,Djenne,,,,,,,,,,,x
b_macina,b_macina,,Macina,,,,,,,,,,,x
b_fakala,b_fakala,,Fakala,,,,,,,,,,,x
b_kewa,b_kewa,,Kewa,,,,,,,,,,,x
