#TITLE,KEY,VALUE,SWMH,,,,,,,,,,,x
d_esthonia,d_esthonia,,Estonia,,,,,,,,,,,x
d_esthonia,d_esthonia_adj,,Estonian,,,,,,,,,,,x
c_reval,PROV378,,Kalevan,,,,,,,,,,,x
c_reval,c_reval_adj,,Kalevanian,,,,,,,,,,,x
c_reval,c_reval_adj_danish,,Revalian,,,,,,,,,,,x
c_reval,c_reval_adj_german,,Revalian,,,,,,,,,,,x
c_reval,c_reval_adj_norwegian,,Revalian,,,,,,,,,,,x
c_reval,c_reval_adj_swedish,,Revalian,,,,,,,,,,,x
c_reval,danish,,Reval,,,,,,,,,,,x
c_reval,german,,Reval,,,,,,,,,,,x
c_reval,norse,,Reval,,,,,,,,,,,x
c_reval,norwegian,,Reval,,,,,,,,,,,x
c_reval,swedish,,Reval,,,,,,,,,,,x
b_reval,b_reval,,Kalevan,,,,,,,,,,,x
b_reval,danish,,Reval,,,,,,,,,,,x
b_reval,german,,Reval,,,,,,,,,,,x
b_reval,norse,,Reval,,,,,,,,,,,x
b_reval,norwegian,,Reval,,,,,,,,,,,x
b_reval,swedish,,Reval,,,,,,,,,,,x
b_hapsal,b_hapsal,,Haapsalu,,,,,,,,,,,x
b_hapsal,danish,,Hapsal,,,,,,,,,,,x
b_hapsal,german,,Hapsal,,,,,,,,,,,x
b_hapsal,norse,,Hapsal,,,,,,,,,,,x
b_hapsal,norwegian,,Hapsal,,,,,,,,,,,x
b_hapsal,swedish,,Hapsal,,,,,,,,,,,x
b_toompea,b_toompea,,Toompea,,,,,,,,,,,x
b_toompea,danish,,Domberg,,,,,,,,,,,x
b_toompea,german,,Domberg,,,,,,,,,,,x
b_toompea,norse,,Domberg,,,,,,,,,,,x
b_toompea,norwegian,,Domberg,,,,,,,,,,,x
b_toompea,swedish,,Domberg,,,,,,,,,,,x
b_leal,b_leal,,Lihula,,,,,,,,,,,x
b_leal,danish,,Lehal,,,,,,,,,,,x
b_leal,german,,Leal,,,,,,,,,,,x
b_leal,norse,,Leal,,,,,,,,,,,x
b_leal,norwegian,,Lehal,,,,,,,,,,,x
b_leal,swedish,,Lehal,,,,,,,,,,,x
b_borpeal,b_borpeal,,Borpeal,,,,,,,,,,,x
b_laane,b_laane,,Lääne,,,,,,,,,,,x
