#TITLE,KEY,VALUE,SWMH,,,,,,,,,,,x
e_deccan,e_deccan,,Deccan Empire,,,,,,,,,,,x
e_deccan,e_deccan_adj,,Deccan,,,,,,,,,,,x
e_deccan,short_name,,yes,,,,,,,,,,,x
k_maharastra,k_maharastra,,Maharastra,,,,,,,,,,,x
d_vidharba,d_vidharba,,Vidharba,,,,,,,,,,,x
c_acalapura,PROV1285,,Acalapura,,,,,,,,,,,x
c_acalapura,c_acalapura,,Acalapura,,,,,,,,,,,x
c_acalapura,c_acalapura_adj,,Acalapuran,,,,,,,,,,,x
b_acalapura,b_acalapura,,Acalapura,,,,,,,,,,,x
b_narnala,b_narnala,,Narnala,,,,,,,,,,,x
b_amravati,b_amravati,,Amravati,,,,,,,,,,,x
b_kalam,b_kalam,,Kalam,,,,,,,,,,,x
b_yavatmal,b_yavatmal,,Yavatmal,,,,,,,,,,,x
b_bhojapur,b_bhojapur,,Bhojapur,,,,,,,,,,,x
c_ramagiri,PROV1159,,Ramagiri,,,,,,,,,,,x
c_ramagiri,c_ramagiri,,Ramagiri,,,,,,,,,,,x
c_ramagiri,c_ramagiri_adj,,Ramagiri,,,,,,,,,,,x
b_ramagiri,b_ramagiri,,Ramagiri,,,,,,,,,,,x
b_pavnar,b_pavnar,,Pavnar,,,,,,,,,,,x
b_nandivardhana,b_nandivardhana,,Nandivardhana,,,,,,,,,,,x
b_mansar,b_mansar,,Mansar,,,,,,,,,,,x
c_kherla,PROV1286,,Kherla,,,,,,,,,,,x
c_kherla,c_kherla,,Kherla,,,,,,,,,,,x
c_kherla,c_kherla_adj,,Kherlan,,,,,,,,,,,x
b_kherla,b_kherla,,Kherla,,,,,,,,,,,x
b_pachmarhi,b_pachmarhi,,Pachmarhi,,,,,,,,,,,x
b_anjangaon,b_anjangaon,,Anjangaon,,,,,,,,,,,x
b_gawilghar,b_gawilghar,,Gawilghar,,,,,,,,,,,x
c_canda,PROV1269,,Canda,,,,,,,,,,,x
c_canda,c_canda,,Canda,,,,,,,,,,,x
c_canda,c_canda_adj,,Candan,,,,,,,,,,,x
b_canda,b_canda,,Canda,,,,,,,,,,,x
b_ballarpur,b_ballarpur,,Ballarpur,,,,,,,,,,,x
b_nagbhid,b_nagbhid,,Nagbhid,,,,,,,,,,,x
b_rajura,b_rajura,,Rajura,,,,,,,,,,,x
b_gadchiroli,b_gadchiroli,,Gadchiroli,,,,,,,,,,,x
